GroupID,X1,X2,X3,X4
0,-2.36017,-3.88753,-1.44352,-0.0960462
0,-4.02477,-3.28131,-1.62164,0.0647217
0,-1.27933,-3.53873,-1.20047,-0.126828
0,-40.423,8.72332,0.843053,-0.378572
0,-2.55917,-3.04669,0.877105,-0.0979554
0,-0.433901,-2.77327,-0.765422,-0.221159
0,2.36258,2.61013,0.817636,-0.42501
0,-0.592476,-2.59416,-1.1667,-0.0506319
1,-3.15315,-3.55056,-1.30342,0.0715218
1,2.14716,1.52013,-0.40213,0.368338
1,1.81701,0.419102,-1.0264,0.339684
1,-0.00730726,-1.44482,0.407482,-0.0449602
1,2.51153,2.46916,0.105183,0.437425
1,-2.67338,-3.68032,2.2863,-0.1277
1,2.14985,2.06296,-0.0211823,0.197198
1,2.18454,1.05745,-0.610029,0.338386
1,1.0375,0.474139,-0.425398,-0.212243
1,-0.421081,-1.32563,1.84323,-0.679039
1,2.49134,2.33003,0.0849131,0.360004
1,-3.98123,-4.01841,-0.0165392,0.0590267
1,-1.73748,2.20448,-0.830426,-1.13183
1,1.80927,0.206572,-0.984087,0.346459
1,0.223089,-1.77161,-1.04572,0.0224659
1,-0.421124,-2.05411,-1.11108,0.12059
1,0.887107,-0.959421,-0.934211,0.0520988
1,-7.66142,-1.1358,0.267219,0.558381
1,-0.414832,-2.45208,-1.19854,0.0934203
1,-0.203309,-2.16797,-0.455431,-0.0869329
1,-14.1734,-1.24511,-1.15461,0.00216277
1,2.37151,1.91983,-0.212883,0.378765
1,2.13391,1.26355,-0.522279,0.336609
1,2.05469,1.06164,-0.605909,0.255214
1,2.46073,2.32948,0.0402228,0.363244
1,2.13533,1.3028,-0.572617,0.34217
1,-0.341044,-2.09235,-1.59084,0.235923
1,-1.07814,-3.37207,-1.37319,0.0126047
1,1.29047,-0.0716884,-0.472574,-0.0220887
1,0.26122,-0.78297,-0.459517,-0.0182678
1,-3.89205,-3.94095,1.81306,-0.0222854
1,-3.0568,-3.08329,-1.07415,-0.0748718
1,-6.38325,-2.42633,-1.78564,0.438646
1,-0.420603,-2.2403,-1.17007,0.43561
1,0.778505,-0.974418,-0.658551,0.389796
1,-3.67302,-4.7792,2.42645,0.0414284
1,2.16421,1.34327,-0.475936,0.290646
1,2.20642,2.27006,0.274522,-0.0337597
1,0.216337,0.195171,0.277247,-0.81838
1,2.14749,2.48229,0.441226,0.0901168
1,-24.2032,1.44829,3.8123,0.591431
1,2.40637,2.27585,-0.00960279,0.289818
1,2.15376,1.80483,0.0479557,0.252926
1,1.35798,1.19463,0.807789,-0.438374
1,0.521444,-0.826138,-0.153901,-0.0952693
1,2.36533,2.16668,0.00857336,0.171022
1,-0.812081,-2.01071,1.26596,-0.200291
1,-0.996353,-3.62829,-1.06619,-0.0944994
2,2.05677,0.794297,-0.670663,0.0977927
2,1.37748,-1.06919,-1.57546,0.0667948
2,2.04082,1.07233,-0.488898,0.121321
2,0.375747,-1.37028,-0.0459588,-0.125653
2,2.07809,1.54224,-0.216069,-0.141308
2,2.32495,1.76815,-0.308197,0.495499
2,2.29233,1.71614,-0.241176,0.37679
2,2.1243,1.22549,-0.544286,0.241532
2,-2.37685,-1.27929,3.15239,-0.717847
2,0.914038,-0.499149,-0.156502,-0.165133
2,1.44063,0.627287,-0.0195317,-0.0450029
2,1.8097,1.16875,0.406929,-0.337761
2,0.732849,-1.55884,-1.10524,-0.0116878
2,-0.240315,-2.79335,-1.13042,0.207932
2,2.41092,1.92681,-0.103389,0.247802
2,2.68226,3.50851,1.11538,-0.274984
2,2.42196,1.96404,-0.0636001,0.237441
2,1.43742,-0.75519,-1.52162,0.289869
2,2.28219,1.66117,-0.262243,0.313585
2,2.43141,1.99997,-0.0633922,0.195689
2,1.87429,0.682661,-0.696778,-0.0102436
2,2.295,2.0495,0.271555,-0.0691534
2,2.10513,1.00645,-0.617299,0.282369
2,2.53706,2.5887,0.2188,0.362824
2,1.6321,0.823107,0.228994,-0.397285
2,-0.896976,-1.59239,2.27438,-0.591733
2,2.39232,2.05767,-0.0358535,0.153578
2,1.80615,0.528658,-0.757453,0.0335598
2,2.07664,0.81489,-0.761012,0.415752
2,2.10332,1.09806,-0.592681,0.309775
2,1.22688,-0.0978443,-0.234001,-0.018144
2,-5.33617,4.35971,-1.67822,-1.39794
2,2.64854,3.21145,1.0451,-0.524803
2,-7.19383,-3.81823,1.20546,0.214784
2,-0.978836,-1.72791,1.16561,-0.364942
2,2.01685,0.79882,-0.757336,0.24239
2,0.0560889,-1.96804,-0.380216,-0.0374742
2,1.67274,0.878353,0.180749,-0.0577161
2,-0.0176901,-1.34083,-0.103181,0.0653819
2,0.243083,-1.7416,-0.20974,-0.0627012
2,2.31047,1.71788,-0.254647,0.24907
2,-0.594431,-2.37839,0.973128,-0.73585
2,2.45782,2.15575,0.0237171,0.238843
2,-1.52532,-3.80357,-0.791377,-0.140148
2,2.22391,1.44106,-0.422377,0.305058
2,2.48474,2.1378,-0.0126202,0.202331
3,1.84873,0.698433,-0.825973,0.251086
3,1.81845,0.272127,-1.00657,0.318422
3,2.22019,1.49369,-0.343157,0.386886
3,0.364357,-1.69822,-0.740262,-0.0800505
3,0.211479,-1.34302,-0.0606961,-0.0187354
3,-0.734957,-3.20404,-0.394251,-0.036405
3,2.34932,1.89406,-0.170375,0.370324
3,0.814489,0.220577,0.805119,-0.251517
3,2.22344,1.54191,-0.400938,0.253203
3,2.02607,0.862669,-0.693695,0.236799
3,2.19865,1.34876,-0.504429,0.295067
3,1.96351,0.834467,-0.908369,0.496887
3,1.36174,0.264563,-0.250514,0.376107
3,2.4096,1.97446,-0.26122,0.38005
3,-2.80862,-3.05075,-1.17775,0.298275
3,0.650808,-1.26091,-0.413042,-0.190693
3,1.89821,0.587031,-0.772452,0.261551
3,2.31807,1.82972,-0.241378,0.469204
3,2.25442,1.6523,-0.350436,0.492337
3,1.4393,-0.156403,-1.19623,0.0835609
3,2.43062,2.15183,-0.130104,0.450384
3,2.38806,1.94048,-0.214751,0.438323
3,2.0448,0.974398,-0.714495,0.324081
3,2.29246,1.49163,-0.439331,0.257003
3,2.10169,1.22338,-0.302328,-0.177554
3,2.18204,1.36524,-0.493562,0.41529
3,2.03249,1.45781,-0.105504,0.0692192
3,-1.83737,-3.57163,0.591182,-0.0033856
3,2.43211,2.54531,0.366484,0.243709
3,2.11675,1.17985,-0.60629,0.44112
3,2.17425,1.37711,-0.573611,0.509386
3,2.50501,2.40957,0.19519,0.217998
3,2.34307,1.81771,-0.308589,0.450146
3,-0.0478674,-2.84967,-1.48639,0.372036
3,2.17867,1.25075,-0.67362,0.558116
3,1.83702,0.381024,-0.90056,0.182688
3,0.602806,-0.888508,-0.225964,-0.038503
3,2.48084,2.35331,0.176346,0.179862
3,2.61848,3.34974,1.22383,-0.438531
3,-1.0647,-1.81484,0.401086,0.0238899
3,2.47517,2.29129,0.00244886,0.430968
3,-0.870918,-2.32835,-0.422263,-0.19923
3,-1.24324,-3.24198,-1.66867,0.123631
3,0.589104,-0.899612,-0.117447,-0.110537
3,2.23636,1.63517,-0.288952,0.33766
4,-13.5423,-4.71574,-0.464393,0.0663814
4,-32.6711,-0.149805,10.4559,0.635617
4,-29.3099,-3.54756,17.0078,4.93311
4,-8.04977,-3.34868,-0.355317,0.687619
4,-9.94772,-3.94083,-1.6184,-0.0208977
4,4.15621,6.70151,2.92011,-1.47751
4,-13.5368,-1.91166,-2.21859,0.494331
4,0.825083,-1.46089,-1.49499,0.0678834
4,-0.273726,-2.29649,-0.486963,-0.122748
4,-3.73246,-4.50866,-1.2074,-0.11946
4,-1.06829,-4.93148,-2.7643,-0.204352
4,1.4021,-0.328492,-1.03422,0.0405057
4,-2.37493,-6.27633,-3.25217,-0.484662
4,-1.06659,-3.81026,-1.99787,-0.142812
4,-2.03427,-7.7518,-2.96003,0.0609831
4,1.06186,-1.61625,-1.77727,0.204564
4,-15.6467,-2.31742,-3.64798,-0.54643
4,-3.65971,-4.73579,-1.22609,0.528323
4,-23.0402,2.31605,-2.99979,-0.613132
4,-9.06522,-2.99234,-1.08793,-0.0262912
4,-4.53938,-6.98386,-2.37571,-0.24374
4,-9.15622,-4.66875,-1.23266,0.0429709
4,-0.892698,-4.63548,-2.47398,-0.237362
4,-1.19272,-3.62184,-1.64356,-0.168899
4,-3.20484,-4.88737,2.5382,-0.21102
4,-5.77068,-6.38775,0.587287,-0.157097
4,-0.773667,-6.21883,-3.49794,-0.247608
4,0.43704,-1.72615,-0.583573,-0.329676
4,-34.9216,6.26535,-5.5639,-3.99321
4,0.88361,-1.42283,-1.74902,0.399138
4,-1.23283,-5.14911,-2.94196,-0.181433
4,-30.1466,3.76607,-0.201379,2.56639
4,-0.246966,0.455804,-0.474344,0.0465119
4,0.256234,-3.18661,-2.29001,0.0693388
4,-7.06045,-5.99781,-1.75183,0.0474114
4,-2.499,-4.20071,-2.8488,-0.597084
4,0.774902,-0.851837,-0.810109,-0.0965382
4,-11.3077,-3.63426,-2.19232,-0.234165
4,-0.706909,0.467337,4.45247,-0.51138
4,0.976702,-1.13599,-1.21623,-0.0436834
4,-0.585539,-4.04083,-2.54564,0.086385
5,-1.54214,-3.27993,0.660214,-0.0318242
5,2.21752,1.9591,-0.100554,0.178796
5,-4.14307,-3.27461,-1.65431,0.224284
5,-0.257284,-2.34266,-0.818665,0.0806471
5,-1.22391,-3.47602,-1.20874,-0.119852
5,1.70616,0.7185,-0.384204,-0.0267213
5,-6.38852,-4.24095,7.8881,-0.198195
5,-8.46005,7.65741,-0.121675,-3.27238
5,-0.441833,-3.00005,-2.04139,0.160161
5,0.0929389,-2.3982,-0.913473,-0.156747
5,1.73591,0.399694,-0.829425,-0.0299367
5,-2.31293,-4.27677,-0.425118,0.0487598
5,0.13908,0.60031,2.88909,-0.868403
5,1.57956,0.351121,-0.676857,0.0824088
5,-19.0487,-1.13999,-0.722196,0.124691
5,1.54426,0.979178,0.397918,-0.167736
5,1.95973,0.740444,-0.831808,0.352673
5,-4.56776,-2.54847,0.882098,0.269155
5,-1.30464,-2.82009,-0.858207,0.194118
5,0.94438,0.556402,1.05885,-0.487578
5,-1.54548,-3.60168,-0.837817,-0.114432
5,2.2692,1.63592,-0.37174,0.351918
5,2.37562,2.00173,-0.14833,0.351797
5,1.98487,0.904678,-0.693226,0.228238
5,1.82879,0.404202,-0.937107,0.208312
5,2.27543,2.33253,0.510832,-0.27689
5,0.274411,-2.02791,-1.36482,0.0863055
5,1.93766,0.61549,-0.887891,0.358976
5,2.01798,2.46201,1.32631,-0.811688
5,-2.13917,-2.04605,0.148718,-0.0914363
5,0.896457,-0.548387,-0.252647,-0.171044
5,-2.08201,-3.53568,1.08491,-0.367586
5,1.28836,1.08295,0.98293,-0.574629
5,-0.372059,0.19643,3.5613,-0.973915
5,1.83648,1.09451,0.0967069,-0.635162
5,-0.891787,-2.35292,0.927532,-0.0247547
5,1.83146,1.56425,0.00577494,0.0135286
5,2.15618,1.34931,-0.452099,0.242324
5,-2.24426,-4.28013,-1.12078,-0.149728
5,2.43116,2.06941,-0.115967,0.370539
6,0.418572,-3.1722,-2.24386,-0.121903
6,1.95538,0.696961,-0.784312,0.129506
6,-1.56274,-3.08783,-0.325073,0.0560782
6,1.67161,0.230454,-0.913423,0.0691397
6,-1.65369,-2.59687,0.215115,-0.332419
6,1.57149,-0.0954417,-1.05661,0.118678
6,-0.136057,-2.80251,-1.57628,0.0789712
6,-1.57013,-3.90217,-1.18494,0.0388033
6,-2.11639,-4.96928,-3.53037,-0.211611
6,2.15406,1.42023,-0.395749,0.201577
6,-6.8582,-6.28116,-0.665504,-0.157128
6,1.76943,0.113869,-1.0785,0.311147
6,1.93534,0.868916,-0.861681,0.382434
6,-1.25292,-5.1631,-2.47808,-0.108678
6,2.46342,2.38233,0.109587,0.323807
6,-1.5047,-1.39732,0.0834391,0.231881
6,-0.313284,-2.73641,-1.34972,-0.00789571
6,1.80664,0.217833,-0.963956,0.253093
6,-0.923813,-2.59865,-1.34692,0.410004
6,-3.94463,-3.5332,0.971824,-0.172291
6,0.71056,-1.47586,-1.12186,0.0355676
6,0.0236723,-3.2169,-2.02346,0.0182042
6,2.476,2.71154,0.424466,-0.155902
6,3.94119,7.11429,3.94019,-2.25207
6,-1.02362,-5.68719,-3.04482,-0.0971346
6,1.89771,1.60588,0.479336,-0.408808
6,0.871359,-0.536682,-0.297594,-0.0147485
6,-3.12988,-3.59975,0.0616486,-0.0809357
6,1.04198,-0.902464,-0.904785,-0.0329112
6,0.336463,-1.61989,-0.572796,-0.0290444
6,-14.8782,-0.612882,5.7756,4.0068
6,-1.91622,-0.778686,2.95044,-0.221145
6,-0.303599,-2.64857,-1.08297,0.221471
6,-3.58262,-4.45811,-2.05049,0.150226
6,-4.64209,-5.10487,-1.06691,-0.255869
6,0.134406,-2.53619,-1.23568,0.0504997
6,-2.49702,-2.95403,-1.00502,0.101817
7,-0.148512,-1.78552,-0.578451,-0.123728
7,-2.46949,-3.92123,2.08191,-0.115711
7,-3.99447,-2.9218,0.790225,0.247286
7,-0.74524,-2.77291,0.169525,-0.0370618
7,2.60335,3.35353,1.21019,-0.762627
7,-0.611811,-2.72975,0.252849,-0.11103
7,0.443474,-0.640018,0.651619,-0.33974
7,1.70769,2.66146,0.696515,-0.353885
7,-2.26792,-3.73347,-0.367251,-0.0833388
7,2.42644,1.98559,-0.223685,0.46481
7,-1.88597,-0.322526,5.62418,-0.969867
7,2.51941,2.37076,0.0320487,0.494183
7,0.0750522,-1.67857,-1.52205,0.283604
7,-12.8789,-2.22436,3.65871,0.244887
7,2.14387,1.8313,-0.122012,0.279171
7,2.35262,1.92971,-0.121619,0.37016
7,2.22824,1.55646,-0.363748,0.439929
7,1.1948,2.42446,0.0951733,-0.318866
7,1.65754,0.049683,-1.10633,0.312596
7,2.13387,1.20529,-0.562332,0.380088
7,1.16596,-0.898735,-1.09869,0.0972431
7,-0.920382,-3.30241,-0.648592,-0.1234
7,1.56925,0.585709,-0.189977,-0.0904858
7,1.84421,0.40382,-0.984815,0.297884
7,2.17463,1.28152,-0.517209,0.353632
7,-3.65568,-4.07182,1.03309,-0.0308925
7,2.13383,1.65107,-0.265766,0.308844
7,0.802935,-1.79366,-1.79826,0.12925
7,1.66328,0.815596,0.00578422,-0.19635
7,2.02883,0.919935,-0.751857,0.352827
7,-7.92152,-2.62242,0.535163,0.357585
7,1.71948,1.991,-0.138088,-0.0842018
7,-1.65333,-3.64724,-1.12685,-0.143772
7,2.05546,1.8484,-0.0101306,0.28557
7,2.31275,2.22129,0.229374,0.187455
7,-1.7587,-4.23183,-1.48015,0.00962118
8,-0.448393,-0.85517,2.26654,-0.602655
8,0.78987,-0.300809,0.306427,-0.00412915
8,0.957784,-1.04895,-0.817872,-0.183926
8,-1.81864,-0.70876,5.37638,-1.26586
8,0.872537,0.454106,1.10526,-0.0603794
8,2.39139,1.94021,-0.160302,0.274871
8,1.65277,0.534717,-0.535141,0.0878493
8,-6.39472,-1.73029,4.691,-0.236616
8,0.0518882,-1.78655,-1.02742,0.0217996
8,1.88455,1.83882,0.326246,-0.161847
8,-2.44935,3.95803,0.13514,-1.18239
8,2.48666,2.39611,0.0971708,0.3553
8,2.19985,1.2975,-0.555189,0.415497
8,2.77554,3.37154,0.902976,-0.250673
8,0.178106,-1.28374,0.158192,0.0735137
8,2.0201,0.883915,-0.821542,0.390732
8,-3.98306,0.990072,0.349141,-1.19462
8,2.47646,2.23936,-0.0443975,0.391736
8,1.85202,1.58384,0.580953,-0.267293
8,-0.66275,-2.45089,0.182364,-0.0463325
8,0.807474,-1.53205,-1.17821,0.0345968
8,0.291183,-1.17542,-0.143185,-0.16701
8,-0.366292,-1.65388,0.388959,0.0383164
8,2.48971,2.30328,0.0211066,0.395349
8,-2.01822,-3.83876,-1.36803,0.236203
8,-0.220565,-1.57283,0.603113,-0.172825
8,2.22229,1.87026,0.0824482,-0.111422
8,2.3032,2.10169,-0.00672898,0.311778
8,-1.22334,-0.0746205,3.81406,-1.12299
8,-1.27912,-2.89808,1.09689,-0.174696
8,1.41059,0.472248,0.0509022,-0.223637
8,2.27787,1.92355,-0.13125,0.259967
8,-7.24479,-3.92127,1.44629,0.105626
8,-1.43207,-2.8291,-0.838536,-0.024237
8,2.04897,1.9587,0.811868,-0.438178
9,-1.00603,-3.22771,-1.69826,0.0310658
9,0.420609,-1.02282,-0.272679,0.0606367
9,1.03089,-0.406825,-0.457716,0.0290492
9,1.28594,1.3777,1.4714,-0.589152
9,1.43613,0.000171468,-0.708399,0.0979085
9,2.14735,1.36788,-0.665826,0.467701
9,-2.21085,-2.47126,3.18901,-0.164241
9,1.98656,1.31989,0.00167298,0.184695
9,1.96574,0.856773,-0.788742,0.350833
9,2.21397,2.51917,0.948674,-0.583375
9,2.40627,2.31395,0.1055,0.258695
9,-1.41377,-3.63553,-0.823851,0.298258
9,-0.886068,-2.82978,-1.24155,0.0201437
9,2.5018,2.39947,0.133153,0.382866
9,2.30219,1.64925,-0.351885,0.297258
9,0.316431,-2.62598,-1.99671,0.0666994
9,-1.37486,-2.85313,0.477582,0.213432
9,2.08467,1.01218,-0.718959,0.315483
9,0.648207,-1.37313,-0.889957,0.078447
9,-4.96427,-3.55155,0.951109,0.445172
9,2.45017,2.1311,-0.0891222,0.386424
9,-5.33269,-2.91605,-0.10222,0.35895
9,-0.429522,-2.86765,-1.15655,0.110555
9,0.605871,-1.54586,-1.0159,-0.073924
9,-7.71492,-5.3412,2.10088,0.148894
9,1.08233,0.0161026,0.181788,-0.171871
9,2.08714,1.09832,-0.656822,0.348212
9,2.56712,2.56485,0.242437,0.254444
9,1.80267,0.665185,-0.663149,-0.0171022
9,2.35525,1.87716,-0.252402,0.341125
9,2.06763,0.975438,-0.665439,0.223485
9,1.71504,1.10503,0.0820847,0.0668335
9,2.42924,2.02165,-0.164281,0.290507
9,2.34795,1.86273,-0.255593,0.44481
10,0.405206,-2.26287,-1.39005,-0.740015
10,2.31773,1.73157,-0.339984,0.341657
10,2.72202,3.24752,0.848402,-0.128963
10,2.46853,2.22293,0.00171545,0.327833
10,2.04677,1.63126,-0.00384079,-0.082187
10,0.395719,1.00452,2.68668,-0.689346
10,2.48965,2.32429,0.0991061,0.257453
10,1.95066,1.07507,-0.421874,-0.0454019
10,2.92875,3.94115,1.41262,-0.703872
10,-3.61881,3.34077,3.71935,-1.71244
10,1.15587,1.91077,2.25198,-1.00772
10,2.31229,1.74823,-0.288971,0.358504
10,1.82178,1.26773,-0.255396,-0.0977168
10,0.509041,-1.01309,-0.0404033,-0.329825
10,2.00726,0.874667,-0.759896,0.285075
10,2.45842,2.03457,-0.189193,0.376784
10,2.1997,1.4925,-0.474882,0.356829
10,2.54568,2.60057,0.278083,0.196068
10,2.61035,2.80122,0.525996,0.0436812
10,2.0925,1.00885,-0.642495,0.300178
10,-0.608438,-1.81908,0.811297,-0.216722
10,2.05035,0.970995,-0.694113,0.3521
10,0.795357,-0.424598,0.264663,-0.260516
10,-1.60374,-1.65369,3.80087,-0.728083
10,2.5513,2.3425,0.0935013,0.186122
10,1.5977,-0.082501,-1.00837,0.125123
10,-4.01324,-3.04766,4.34911,-0.405668
10,-0.921594,-3.45823,-1.80422,0.238557
10,2.6017,2.67481,0.241756,0.364348
10,2.20489,1.48985,-0.423689,0.349169
10,2.33506,1.69949,-0.287394,0.294692
10,1.63269,1.93511,0.931288,-0.855388
10,1.3618,0.504716,0.169491,-0.0578935
10,2.47011,2.24379,0.0191481,0.351755
11,-2.17177,-2.78842,0.508469,0.185731
11,1.37317,0.357471,-0.380978,-0.174785
11,2.48445,2.21207,-0.124805,0.363287
11,-0.224256,-0.785914,1.56961,-0.466231
11,2.61476,2.58639,0.146434,0.349287
11,0.160519,-0.90267,-0.139725,-0.301591
11,2.63147,2.91195,0.385924,0.274223
11,2.42564,2.03316,-0.165911,0.274099
11,-1.86314,-3.10096,-0.0421562,0.435441
11,1.54724,1.27538,0.86419,0.158393
11,2.18404,1.26608,-0.595379,0.349198
11,0.760211,-0.973044,-0.860719,-0.152886
11,-0.0595372,-1.15489,0.777962,-0.21925
11,2.07857,1.10893,-0.591468,0.179938
11,0.2599,-0.712487,0.0813745,-0.0397992
11,1.83891,2.43073,1.77718,-0.453152
11,2.59216,2.44567,0.05221,0.339882
11,1.44454,-0.222356,-0.798593,-0.20236
11,2.74925,2.9931,0.389194,0.282823
11,2.45823,2.66316,0.451968,-0.0778349
11,2.50771,2.45941,0.135854,0.154587
11,2.59048,2.56032,0.165547,0.353082
11,0.647876,-1.18228,-0.945176,0.210686
11,2.2554,3.00286,0.657631,-0.211464
11,2.15234,1.2347,-0.5752,0.254497
11,2.507,2.55374,0.222415,0.156713
11,1.61132,1.1573,0.325585,-0.274103
11,2.23649,1.55082,-0.458513,0.390304
11,2.25569,1.58799,-0.354257,0.213724
11,2.5661,2.71546,0.304116,0.325828
11,2.11167,1.17026,-0.556774,0.0524172
11,1.89081,0.587448,-0.822971,0.217062
11,1.97764,0.804648,-0.699409,0.172956
11,1.26293,1.20278,0.703916,-0.300645
12,-1.41628,-3.15174,-1.18147,0.1098
12,2.29247,1.72875,-0.279256,0.358406
12,1.40235,0.896303,0.188665,-0.264992
12,2.18,1.38881,-0.447238,0.2272
12,0.875502,1.07895,1.51858,-0.911834
12,2.22655,1.50523,-0.356143,0.2879
12,1.67898,0.114583,-1.12201,0.271479
12,1.99355,2.00933,0.939412,-0.621547
12,0.605659,-0.392071,0.743028,-0.479846
12,-0.392152,-2.82938,-0.875509,-0.105557
12,-0.64668,-2.58997,-1.25827,-0.0144933
12,2.29183,1.49077,-0.363682,0.307853
12,2.00681,0.567078,-0.805563,0.229107
12,1.96178,0.725163,-0.761231,0.281272
12,2.00899,0.896646,-0.657982,0.221284
12,2.05002,0.913107,-0.683907,0.281305
12,0.903586,-1.67277,-1.56317,0.0843705
12,1.88461,0.456137,-0.885744,0.340879
12,-10.3046,-4.0558,1.20618,0.386512
12,-4.75828,-3.39517,-0.0350263,0.223309
12,-5.91328,-2.68241,-0.906129,0.112181
12,0.796369,-0.787356,-0.241095,-0.0657224
12,-4.42446,-4.60964,-0.047427,0.0419084
12,2.50798,2.42894,0.248445,0.0727443
12,-4.79078,-4.0574,0.037965,0.216586
12,2.16366,1.26637,-0.502218,0.338407
12,0.444978,-0.266049,0.304236,-0.0863777
12,-0.896442,-1.10625,0.625194,-0.318316
12,2.21478,2.01717,0.0860741,0.115692
12,2.46899,2.0346,-0.19004,0.356178
12,2.03024,0.608328,-0.720777,0.12928
12,1.10589,-0.678434,-0.443719,-0.0218479
12,0.181393,-0.750548,0.670783,-0.0736477
13,2.49558,2.85394,0.80656,-0.398444
13,2.55301,2.54097,0.45613,-0.0895528
13,2.3524,1.84393,-0.18348,0.288911
13,2.28735,1.62796,-0.275017,0.135358
13,2.64018,2.55948,0.14937,0.179968
13,2.41319,2.01084,-0.107304,0.220269
13,2.39999,1.8847,-0.2786,0.313403
13,2.33146,1.6112,-0.345837,0.296404
13,2.5169,2.8177,0.624507,-0.249942
13,2.70693,2.90275,0.43365,0.0699699
13,2.22007,2.11913,0.335015,-0.19456
13,2.42013,2.32836,0.196913,0.0702111
13,2.45904,2.25526,0.0897321,0.160336
13,2.1868,1.37797,-0.447871,0.262067
13,1.88898,1.58597,0.444718,-0.142444
13,2.28523,1.88828,0.105415,-0.0774303
13,2.44091,2.15418,0.00312267,0.109502
13,2.36946,1.81517,-0.169894,0.254519
13,2.40689,1.75667,-0.262943,0.240588
13,2.32201,1.69796,-0.241306,0.140576
13,2.76652,2.98629,0.506218,0.0423727
13,2.68226,3.04706,0.624893,-0.194256
13,2.0527,1.48621,-0.0148525,0.252739
13,-4.18097,-2.36875,2.25954,-0.0666734
13,-1.90609,-3.01594,0.372865,-0.0733599
13,-1.89596,-2.68923,-0.590283,-0.0712187
13,2.56365,2.69362,0.31719,0.0616128
13,2.69002,2.78172,0.325379,0.0955003
13,1.63763,3.61757,1.05769,-0.65652
13,1.78454,0.604592,-0.507221,-0.0176866
13,2.43503,2.42058,0.196024,0.0420661
13,-1.09815,-2.68489,0.290378,-0.437395
13,1.11108,-0.0933641,-0.0881441,-0.230943
14,-10.0652,-3.31925,4.56963,0.223771
14,-2.92391,-3.66087,-1.2021,0.364121
14,2.00304,0.836699,-0.825052,0.317028
14,-0.0414616,-1.88337,-0.415656,0.168581
14,-15.549,-0.692274,-0.844704,-0.17007
14,-12.7701,-4.01658,-0.324192,0.311045
14,-39.9418,7.74441,0.587074,-0.136863
14,-0.121181,-1.94427,-0.984989,0.0945549
14,-5.56024,-5.01868,1.46199,0.0623994
14,2.24743,1.77718,-0.281036,0.454304
14,-4.62302,-3.94146,-0.714454,0.0359867
14,-0.786028,-4.93347,-2.7063,0.283656
14,-0.837762,-3.66181,-2.26486,-0.00185047
14,2.0864,0.91857,-0.810999,0.314871
14,2.45068,2.00276,-0.228814,0.401511
14,1.50145,0.574955,-0.129055,0.526777
14,0.636448,-1.83833,-1.61425,0.302466
14,1.32088,-0.363619,-1.0217,0.0758016
14,-3.86597,-8.68119,-2.6267,-0.14545
14,-0.58062,-2.21626,-0.945871,0.364022
14,-2.67083,-4.99296,0.551744,-0.239128
14,-0.159531,-5.06438,-2.96269,-0.310227
14,-0.465565,-2.8077,-0.920637,0.101555
14,-3.01848,-4.19344,-1.57887,0.230154
14,1.58361,0.0342844,-0.855895,-0.0432835
14,0.319263,-2.75154,-2.11035,0.037008
14,0.918614,-1.86186,-1.61621,0.0965256
14,-3.02074,-4.72833,-1.70533,-0.242673
14,2.18223,1.32179,-0.41013,0.317219
14,-65.2667,18.5024,-0.38163,-1.08712
14,-0.581602,-3.9119,-1.67958,0.302492
